report_month,partner_type,institution_name,reported_total_test_count,reported_total_bill_amount,source_file,page_number
February 2026,Hospital,M/s. Ascent ENT Hospital & Medical Centre,21,15120.0,February 2026.pdf,10
February 2026,Hospital,"M/s. Ascent ENT Hospital, Perintalmanna",45,27629.0,February 2026.pdf,11
February 2026,Hospital,"M/s. ASCENT ENT HOSPITAL,KOZHIKODE",17,10990.0,February 2026.pdf,11
February 2026,Hospital,M/s. Asha Hospital,18,15715.0,February 2026.pdf,11
February 2026,Hospital,M/s. Asten Specialty Orthopaedic Hospital,29,15564.0,February 2026.pdf,12
February 2026,Hospital,"M/s. Aster Lab, Aster MIMS Hospital, Calicut",17,6055.0,February 2026.pdf,12
February 2026,Hospital,M/s. Atholi Co-operative Hospital,77,16010.0,February 2026.pdf,13
February 2026,Hospital,M/s. Aza Diagnostic Center,255,116729.0,February 2026.pdf,14
February 2026,Hospital,M/s. Baby Memorial Hospital,66,39441.0,February 2026.pdf,15
February 2026,Hospital,M/s. Badakara Co-Operative Hospital,50,25442.0,February 2026.pdf,16
February 2026,Hospital,"M/s. Bio Lab, Koduvally, Calicut",330,81053.0,February 2026.pdf,17
February 2026,Hospital,"M/s. BM Hospital, Pulikkal",48,14091.0,February 2026.pdf,17
February 2026,Hospital,M/s. C.M. Hospital,145,77692.0,February 2026.pdf,19
February 2026,Hospital,M/s. Calicut Center for Surgery,2,3770.0,February 2026.pdf,19
February 2026,Hospital,M/s. Calicut Hospital & Nursing Home,266,64156.0,February 2026.pdf,20
February 2026,Hospital,M/s. Chalapuram Saroj Lab,265,141150.0,February 2026.pdf,23
February 2026,Hospital,M/s. Comtrust Charitable Trust Eye Hospital,253,77277.0,February 2026.pdf,23
February 2026,Hospital,M/s. Comtrust Vision Center,28,4564.0,February 2026.pdf,24
February 2026,Hospital,M/s. CPC Medical Laboratory,13,4081.0,February 2026.pdf,24
February 2026,Hospital,M/s. Dependable Diagnostics,229,91767.0,February 2026.pdf,25
February 2026,Hospital,M/s. Diamond Healthcare Vadakara,74,29935.0,February 2026.pdf,26
February 2026,Hospital,M/s. DMS Hospital,183,78034.0,February 2026.pdf,28
February 2026,Hospital,M/s. Doctors United,216,37586.0,February 2026.pdf,29
February 2026,Hospital,"M/s. Dr. Manoj's ENT,Super Speciality & Research",425,75245.0,February 2026.pdf,30
February 2026,Hospital,M/s. EMS Memorial Co-Operative Hospital Perambra,143,71648.0,February 2026.pdf,31
February 2026,Hospital,"M/s. EMS Memorial Co-operative Hospital, Mukkam",34,23200.0,February 2026.pdf,31
February 2026,Hospital,"M/s. Fathima Hospital, Bank Road, Calicut",163,70583.0,February 2026.pdf,33
February 2026,Hospital,"M/s. Feroke Neethi Medical Centre, Kundayithodu",104,27936.0,February 2026.pdf,34
February 2026,Hospital,M/s. GMC Orthotrust Hospital,139,34781.0,February 2026.pdf,35
February 2026,Hospital,M/s. Indira Gandhi Co-Operative Hospital,14,15180.0,February 2026.pdf,35
February 2026,Hospital,M/s. Institute of Chest Disease MCH,1,144.0,February 2026.pdf,35
February 2026,Hospital,M/s. Iqraa International Hospital&Research Centre,66,27079.0,February 2026.pdf,36
February 2026,Hospital,M/s. JAIHIND LAB NADAPURAM,136,81403.0,February 2026.pdf,37
February 2026,Hospital,"M/s. JAIHIND LAB,KUTTIADI",53,13368.0,February 2026.pdf,38
February 2026,Hospital,M/s. Janatha Medical laboratory,494,233312.0,February 2026.pdf,39
February 2026,Hospital,M/s. Jas Health Care,50,19415.0,February 2026.pdf,40
February 2026,Hospital,M/s. Jeeva Speciality Laboratory,2,770.0,February 2026.pdf,40
February 2026,Hospital,M/s. Kalarikkal X-ray Laboratory & ECG,233,31901.0,February 2026.pdf,41
February 2026,Hospital,"M/s. Karuna Poly Clinic, Kakattil",129,24376.0,February 2026.pdf,42
February 2026,Hospital,M/s. KIMS Trust Hospital,87,53937.0,February 2026.pdf,43
February 2026,Hospital,M/s. Kommeri Neethi Lab,247,47786.0,February 2026.pdf,44
February 2026,Hospital,M/s. Kootalida Neethi Medical Lab,208,34684.0,February 2026.pdf,45
February 2026,Hospital,M/s. Koyas Hospital,48,23831.0,February 2026.pdf,46
February 2026,Hospital,M/s. Kozhikode District Co-Operative Hospital Ltd,400,138523.0,February 2026.pdf,47
February 2026,Hospital,"M/s. Life Care Lab, Koottalida, Calicut",61,10719.0,February 2026.pdf,48
February 2026,Hospital,M/s. Life Care Neethi Lab Payyoli,2,380.0,February 2026.pdf,48
February 2026,Hospital,M/s. M.B. Hospital Malappuram,162,100243.0,February 2026.pdf,49
February 2026,Hospital,M/s. M.K.Haji Orphanage Hospital,175,142874.0,February 2026.pdf,50
February 2026,Hospital,M/s. Mahe Neethi Lab & Diagnostic Centre,10,4210.0,February 2026.pdf,51
February 2026,Hospital,M/s. Malabar Hospitals,244,117267.0,February 2026.pdf,52
February 2026,Hospital,M/s. Mammi's Laboratory,35,16660.0,February 2026.pdf,53
February 2026,Hospital,M/s. MDC Laboratory,104,59984.0,February 2026.pdf,54
February 2026,Hospital,M/s. Medicheck Healthcare,86,14133.0,February 2026.pdf,54
February 2026,Hospital,M/s. MEDICHECK DIAGNOSTICS,115,29284.0,February 2026.pdf,55
February 2026,Hospital,M/s. Medico Balussery,342,68842.0,February 2026.pdf,56
February 2026,Hospital,M/s. Mercy Hospital,196,106379.0,February 2026.pdf,58
February 2026,Hospital,M/s. Metromed International Cardiac Centre PVT.LTD,70,28200.0,February 2026.pdf,60
February 2026,Hospital,"M/s. Micro Diagnostics, Balussery",176,44298.0,February 2026.pdf,61
February 2026,Hospital,M/s. Micro Health Laboratories,215,170608.5,February 2026.pdf,62
February 2026,Hospital,M/s. Mother Health Care,312,44172.0,February 2026.pdf,63
February 2026,Hospital,M/s. MVR Cancer Centre & Research Institute,28,49902.0,February 2026.pdf,63
February 2026,Hospital,"M/s. NAHAS HOSPITAL,PARAPPANANGADI",341,202648.0,February 2026.pdf,65
February 2026,Hospital,M/s. Nanma Computerized Specialty Lab,102,15998.0,February 2026.pdf,66
February 2026,Hospital,M/s. Nazia Hospital Chettippadi,80,37974.0,February 2026.pdf,66
February 2026,Hospital,M/s. Ncare IVF Calicut,100,35080.0,February 2026.pdf,66
February 2026,Hospital,M/s. Neethi Lab Kadalundi,120,22963.0,February 2026.pdf,67
February 2026,Hospital,M/s. Neethi Lab Kunnamangalam,441,134745.0,February 2026.pdf,70
February 2026,Hospital,M/s. Neethi Lab Pantheerankavu,177,14416.0,February 2026.pdf,70
February 2026,Hospital,"M/s. Neethi Laboratory, Balussery Mukku",104,15486.0,February 2026.pdf,71
February 2026,Hospital,M/s. Neethi Medical Laboratory Feroke,991,223259.0,February 2026.pdf,74
February 2026,Hospital,"M/s. Neethi Poly Clinic, Nanminda",264,35325.0,February 2026.pdf,75
February 2026,Hospital,M/s. Orchid Medicity,217,69042.0,February 2026.pdf,76
February 2026,Hospital,M/s. Parambil Bazar Neethi lab,49,15931.0,February 2026.pdf,77
February 2026,Hospital,M/s. PVS Sunrise Hospital Calicut,6,15390.0,February 2026.pdf,77
February 2026,Hospital,M/s. Red Crescent Hospital,268,108727.0,February 2026.pdf,78
February 2026,Hospital,"M/s. Royal Lab, Mukkam",314,61752.0,February 2026.pdf,80
February 2026,Hospital,M/s. S.B Medical Laboratory,60,35770.0,February 2026.pdf,80
February 2026,Hospital,"M/s. Sahakarana Neethi Lab, Koduvally",210,44560.0,February 2026.pdf,81
February 2026,Hospital,M/s. Sankar Clinic & Nursing Home,58,25452.0,February 2026.pdf,82
February 2026,Hospital,"M/s. SANTHI HOSPITAL, OMASSERY",87,41795.0,February 2026.pdf,82
February 2026,Hospital,M/s. Shade Medical Center,111,37625.0,February 2026.pdf,83
February 2026,Hospital,M/s. Smart Hospital & Research Centre,81,17661.0,February 2026.pdf,84
February 2026,Hospital,M/s. St. JOSEPH HOSPITAL,122,85987.0,February 2026.pdf,85
February 2026,Hospital,M/s. Starcare Hospital,196,96642.0,February 2026.pdf,87
February 2026,Hospital,M/s. State Bank of India,346,43756.0,February 2026.pdf,87
February 2026,Hospital,"M/s. T.M.H Hospital, Kottakadav",107,52381.0,February 2026.pdf,89
February 2026,Hospital,M/s. TIRUR NURSING HOME,1,350.0,February 2026.pdf,89
February 2026,Hospital,M/s. Vengeri Neethi Medical Lab,55,13513.0,February 2026.pdf,90
February 2026,Hospital,M/s. Your Center,117,40146.0,February 2026.pdf,92
February 2026,Hospital,M/s.Premium Medical & Health Care Providers PvtLtd,38,39249.0,February 2026.pdf,92
February 2026,Hospital,Malabar Medical College Hospital & Research Center,180,120082.0,February 2026.pdf,93
February 2026,Lab,Auto Rickshaw Drivers Privilege Card -Calicut,3,424.0,February 2026 (lab).pdf,1
February 2026,Lab,Ayush Wellness Health Camp,216,17280.0,February 2026 (lab).pdf,1
February 2026,Lab,DD,894,317615.0,February 2026 (lab).pdf,4
February 2026,Lab,Dr. Das's Multispeciality Homoeopathy & Laboratory,21,5615.0,February 2026 (lab).pdf,4
February 2026,Lab,Dr. Moosan Abdulla's MLH,12,6930.0,February 2026 (lab).pdf,5
February 2026,Lab,Dr. Nisars GlobaI Scans & Diagnostic Centre,41,17024.0,February 2026 (lab).pdf,5
February 2026,Lab,Dr. Riyas Ali's ENT Centre,6,2310.0,February 2026 (lab).pdf,5
February 2026,Lab,Health Packages,213,703158.0,February 2026 (lab).pdf,6
February 2026,Lab,Lal Path Labs,119,269360.0,February 2026 (lab).pdf,8
February 2026,Lab,M/s. Abdussalam Clinic,23,5001.0,February 2026 (lab).pdf,8
February 2026,Lab,M/s. AKMM Hospital,32,6570.0,February 2026 (lab).pdf,9
February 2026,Lab,M/s. Amrutha Lab,5,4600.0,February 2026 (lab).pdf,9
February 2026,Lab,M/s. Apex Ortho Centre,144,39440.0,February 2026 (lab).pdf,10
February 2026,Lab,M/s. Areekara Medical Laboratory,25,11619.0,February 2026 (lab).pdf,10
February 2026,Lab,M/s. Asha Neethi Lab,1,560.0,February 2026 (lab).pdf,10
February 2026,Lab,M/s. Aswani Lab,2,380.0,February 2026 (lab).pdf,10
February 2026,Lab,M/s. Atera Aesthetics Kuttiadi,7,3710.0,February 2026 (lab).pdf,10
February 2026,Lab,M/s. Aysha Computerised Lab,101,14423.0,February 2026 (lab).pdf,11
February 2026,Lab,M/s. Bewell Polyclinic,44,10411.0,February 2026 (lab).pdf,12
February 2026,Lab,M/s. Bioline Laboratory,4,1960.0,February 2026 (lab).pdf,12
February 2026,Lab,M/s. Bio-Medical Diagnostic Centre,3,3920.0,February 2026 (lab).pdf,12
February 2026,Lab,M/s. Calicut Dr. Nisar's,35,19541.0,February 2026 (lab).pdf,12
February 2026,Lab,M/s. Care Referal Laboratories,2,980.0,February 2026 (lab).pdf,13
February 2026,Lab,M/s. Central Medical Lab & ECG,1,350.0,February 2026 (lab).pdf,13
February 2026,Lab,M/s. Central Medical Laboratory,2,300.0,February 2026 (lab).pdf,13
February 2026,Lab,M/s. Chemban Medical Centre,1,350.0,February 2026 (lab).pdf,13
February 2026,Lab,M/s. Delux Clinical Laboratory,35,8152.0,February 2026 (lab).pdf,13
February 2026,Lab,M/s. Doctors Diagnostic and Research Centre,39,19234.0,February 2026 (lab).pdf,14
February 2026,Lab,M/s. Doctors Lab Thamarasserry,3,1135.0,February 2026 (lab).pdf,14
February 2026,Lab,"M/s. Doctors Lab, Payyoli",117,51352.0,February 2026 (lab).pdf,15
February 2026,Lab,"M/s. Doctors Medical Lab, Perambra",16,4399.0,February 2026 (lab).pdf,16
February 2026,Lab,M/s. Doctors Neethi Lab,26,5372.0,February 2026 (lab).pdf,16
February 2026,Lab,"M/s. Doctors Speciality Lab, Tirur",3,3990.0,February 2026 (lab).pdf,16
February 2026,Lab,M/s. Doctors Speciality Medical Laboratory,2,780.0,February 2026 (lab).pdf,17
February 2026,Lab,M/s. Emergency Care Pulikkal,11,4187.0,February 2026 (lab).pdf,17
February 2026,Lab,M/s. Fast & Safe Home Care,63,7447.0,February 2026 (lab).pdf,18
February 2026,Lab,M/s. Health Medic Laboratory Services,159,73546.0,February 2026 (lab).pdf,18
February 2026,Lab,M/s. Health Vision Laboratory,4,1008.0,February 2026 (lab).pdf,18
February 2026,Lab,M/s. Ideal Lab,8,1173.0,February 2026 (lab).pdf,19
February 2026,Lab,M/s. Jaihind Diagnostic Center,7,1000.0,February 2026 (lab).pdf,19
February 2026,Lab,"M/s. Janatha Hospital, Vadakara",10,3510.0,February 2026 (lab).pdf,19
February 2026,Lab,M/s. Jawad Laboratory,1,560.0,February 2026 (lab).pdf,19
February 2026,Lab,M/s. Jeevana Speciality Clinic,26,10025.0,February 2026 (lab).pdf,20
February 2026,Lab,M/s. Kakkur Co-operative Clinic,27,2147.0,February 2026 (lab).pdf,20
February 2026,Lab,"M/s. Kalarikkal Lab, Chungam",18,7607.0,February 2026 (lab).pdf,20
February 2026,Lab,M/s. Karthika Clinical Laboratory,14,1190.0,February 2026 (lab).pdf,20
February 2026,Lab,M/s. Karunya Health Care,45,31358.0,February 2026 (lab).pdf,21
February 2026,Lab,M/s. Koduvally Medical Center,62,12476.0,February 2026 (lab).pdf,22
February 2026,Lab,M/s. Koyilandy Co-operative Hospital,13,3236.0,February 2026 (lab).pdf,22
February 2026,Lab,"M/s. Life Pulse Diagnosis, Kottakadav",39,6369.0,February 2026 (lab).pdf,23
February 2026,Lab,M/s. Lifeline Laboratory,5,250.0,February 2026 (lab).pdf,23
February 2026,Lab,M/s. Malabar Medical Centre,243,45827.0,February 2026 (lab).pdf,24
February 2026,Lab,M/s. Manapad Clinic,2,560.0,February 2026 (lab).pdf,24
February 2026,Lab,M/s. Mannur Baba Laboratory,45,8211.0,February 2026 (lab).pdf,24
February 2026,Lab,M/s. Mayo Diagnostic Centre,2,750.0,February 2026 (lab).pdf,25
February 2026,Lab,M/s. Medeor Medicals,6,3780.0,February 2026 (lab).pdf,25
February 2026,Lab,M/s. Medicare Diagnostics,24,3360.0,February 2026 (lab).pdf,25
February 2026,Lab,M/s. Medicare Tanur,1,560.0,February 2026 (lab).pdf,25
February 2026,Lab,M/s. Medims Multi Speciality Clinic,39,12533.0,February 2026 (lab).pdf,26
February 2026,Lab,M/s. Mercy Medical Laboratory,75,14518.0,February 2026 (lab).pdf,26
February 2026,Lab,M/s. Meyon Lab,2,700.0,February 2026 (lab).pdf,26
February 2026,Lab,"M/s. Mithraa Health Laboratory, Chemmad",102,45538.0,February 2026 (lab).pdf,27
February 2026,Lab,M/s. Momis Clinic,43,10921.0,February 2026 (lab).pdf,28
February 2026,Lab,M/s. MR Clinic Lab,122,18876.0,February 2026 (lab).pdf,29
February 2026,Lab,M/s. Neethi lab Balussery,65,15591.0,February 2026 (lab).pdf,30
February 2026,Lab,M/s. Neethi Lab Perumanna,1,280.0,February 2026 (lab).pdf,30
February 2026,Lab,M/s. Nice Laboratory,20,8314.0,February 2026 (lab).pdf,30
February 2026,Lab,M/s. Noonus Healthcare,19,1998.0,February 2026 (lab).pdf,30
February 2026,Lab,M/s. Northern Gastro Centre,11,6580.0,February 2026 (lab).pdf,30
February 2026,Lab,M/s. Payyoli Lab,31,7656.0,February 2026 (lab).pdf,31
February 2026,Lab,M/s. Poly Lab Vatakara,38,15223.0,February 2026 (lab).pdf,32
February 2026,Lab,M/s. Popular Diagnostics,4,2940.0,February 2026 (lab).pdf,32
February 2026,Lab,M/s. Premier Lab,1,504.0,February 2026 (lab).pdf,32
February 2026,Lab,M/s. Prime Day Care Hospital,4,760.0,February 2026 (lab).pdf,32
February 2026,Lab,M/s. Pulikkal Neethi Lab,24,3905.0,February 2026 (lab).pdf,32
February 2026,Lab,M/s. Rafa Mobile Nursing Care,1,240.0,February 2026 (lab).pdf,33
February 2026,Lab,M/s. RP Medhelix Diagnostics Pvt Ltd,27,8442.0,February 2026 (lab).pdf,33
February 2026,Lab,M/s. S K Park Residence Association,29,4768.0,February 2026 (lab).pdf,33
February 2026,Lab,M/s. Sahachari Neethi Lab,1,420.0,February 2026 (lab).pdf,33
February 2026,Lab,M/s. Sar Health Care,1,336.0,February 2026 (lab).pdf,33
February 2026,Lab,M/s. Sevana Medical Center,6,800.0,February 2026 (lab).pdf,34
February 2026,Lab,M/s. Shana Speciality Laboratory,6,3010.0,February 2026 (lab).pdf,34
February 2026,Lab,M/s. SL Diagnostic Centre,16,2997.0,February 2026 (lab).pdf,34
February 2026,Lab,M/s. Spectra Medical Lab,1,210.0,February 2026 (lab).pdf,34
February 2026,Lab,"M/s. Star Health Care Clinic, Nanmanda",26,8101.0,February 2026 (lab).pdf,35
February 2026,Lab,"M/s. Surabhi Laboratory, Balussery",22,2918.0,February 2026 (lab).pdf,35
February 2026,Lab,M/s. Team Maxpath Labs,1,630.0,February 2026 (lab).pdf,35
February 2026,Lab,M/s. Thalayad Medical Laboratory,2,450.0,February 2026 (lab).pdf,35
February 2026,Lab,M/s. Tree Clinic,30,5014.0,February 2026 (lab).pdf,36
February 2026,Lab,M/s. Tree Health Centre,4,625.0,February 2026 (lab).pdf,36
February 2026,Lab,M/s. Ultra Diagnostic Center & ECG,25,6600.0,February 2026 (lab).pdf,36
February 2026,Lab,M/s. V Trust Healthcare,2,155.0,February 2026 (lab).pdf,36
February 2026,Lab,M/s. Viswas Diagnostic Surgical Polyclinic,29,4093.0,February 2026 (lab).pdf,37
February 2026,Lab,M/s. We Care Polyclinic,28,5374.0,February 2026 (lab).pdf,37
February 2026,Lab,M/s. Well Care Clinic,25,4031.0,February 2026 (lab).pdf,38
February 2026,Lab,M/s. Wellness Mediclinic,2,100.0,February 2026 (lab).pdf,38
February 2026,Lab,M/s. Yours Calicut Lab,3,980.0,February 2026 (lab).pdf,38
February 2026,Lab,METROPOLIS,9,18760.0,February 2026 (lab).pdf,38
February 2026,Lab,PRIVILEGE CUSTOMER,400,108339.0,February 2026 (lab).pdf,40
February 2026,Lab,Puthiyara Ayalpakkavedhi Healthcamp,2,392.0,February 2026 (lab).pdf,40
February 2026,Lab,Senior Citizen Forum,6,1584.0,February 2026 (lab).pdf,41
February 2026,Lab,Senior Citizen Welfare Association,14,2343.0,February 2026 (lab).pdf,41
March 2026,Hospital,Beypore Neethi Diagnostic Centre,61,5188.0,March 2026.pdf,1
March 2026,Hospital,DISTRICT TB CENTRE,42,7560.0,March 2026.pdf,1
March 2026,Hospital,Dr. Agarwals Eye Hospital,24,5831.0,March 2026.pdf,1
March 2026,Hospital,Dr. Balram Healthcare Private Limited,28,14770.0,March 2026.pdf,2
March 2026,Hospital,"Dr. Chandrakanth, Malabar Nethralaya",33,10641.0,March 2026.pdf,2
March 2026,Hospital,Dr. Shaji’s MRI & Medical Research Center,115,34721.0,March 2026.pdf,4
March 2026,Hospital,Dr. Shaji's Diagnostic Centre,143,51957.0,March 2026.pdf,5
March 2026,Hospital,Dr. Suresh's DiabCare India,17,3891.0,March 2026.pdf,6
March 2026,Hospital,Dr. Thaj Skin & Hair Clinic,35,19720.0,March 2026.pdf,6
March 2026,Hospital,M/s R-Cell Diagnostics & Research Centre Pvt Ltd,20,6468.0,March 2026.pdf,6
March 2026,Hospital,M/s. Access Labz,77,11527.0,March 2026.pdf,7
March 2026,Hospital,M/s. Almas Hospital Kottakkal,19,39550.0,March 2026.pdf,7
March 2026,Hospital,M/s. Amana Hospital Kuttiadi,62,17801.0,March 2026.pdf,8
March 2026,Hospital,M/s. APOLLO XRAY DIAGNOSTIC CENTRE KOYILANDY,133,73434.0,March 2026.pdf,9
March 2026,Hospital,M/s. Ariyallur Neethi Medicals,169,30598.0,March 2026.pdf,11
March 2026,Hospital,M/s. Ascent ENT Hospital & Medical Centre,23,14980.0,March 2026.pdf,11
March 2026,Hospital,"M/s. Ascent ENT Hospital, Perintalmanna",29,18151.0,March 2026.pdf,11
March 2026,Hospital,"M/s. ASCENT ENT HOSPITAL,KOZHIKODE",16,10430.0,March 2026.pdf,11
March 2026,Hospital,M/s. Asha Hospital,44,30974.0,March 2026.pdf,12
March 2026,Hospital,M/s. Asten Specialty Orthopaedic Hospital,35,17871.0,March 2026.pdf,12
March 2026,Hospital,M/s. Atholi Co-operative Hospital,95,21544.0,March 2026.pdf,13
March 2026,Hospital,M/s. Aza Diagnostic Center,236,101568.0,March 2026.pdf,15
March 2026,Hospital,M/s. Baby Memorial Hospital,11,16135.0,March 2026.pdf,15
March 2026,Hospital,M/s. Badakara Co-Operative Hospital,57,35691.0,March 2026.pdf,16
March 2026,Hospital,"M/s. Bio Lab, Koduvally, Calicut",225,45591.0,March 2026.pdf,17
March 2026,Hospital,"M/s. BM Hospital, Pulikkal",68,26231.0,March 2026.pdf,17
March 2026,Hospital,M/s. C.M. Hospital,195,93759.0,March 2026.pdf,19
March 2026,Hospital,M/s. Calicut Center for Surgery,1,1120.0,March 2026.pdf,19
March 2026,Hospital,M/s. Calicut Hospital & Nursing Home,169,45405.0,March 2026.pdf,21
March 2026,Hospital,M/s. Chalapuram Saroj Lab,273,143509.0,March 2026.pdf,23
March 2026,Hospital,M/s. Chethana Laboratory Medicine,16,4524.0,March 2026.pdf,23
March 2026,Hospital,M/s. Comtrust Charitable Trust Eye Hospital,216,70651.0,March 2026.pdf,23
March 2026,Hospital,M/s. Comtrust Vision Center,46,7498.0,March 2026.pdf,23
March 2026,Hospital,M/s. CPC Medical Laboratory,10,4858.0,March 2026.pdf,24
March 2026,Hospital,M/s. Dependable Diagnostics,225,80665.0,March 2026.pdf,25
March 2026,Hospital,M/s. Diamond Healthcare Vadakara,64,26889.0,March 2026.pdf,26
March 2026,Hospital,M/s. DMS Hospital,151,75165.0,March 2026.pdf,28
March 2026,Hospital,M/s. Doctors United,209,41672.0,March 2026.pdf,29
March 2026,Hospital,"M/s. Dr. Manoj's ENT,Super Speciality & Research",713,125274.0,March 2026.pdf,30
March 2026,Hospital,M/s. EMS Memorial Co-Operative Hospital Perambra,143,71196.0,March 2026.pdf,31
March 2026,Hospital,"M/s. EMS Memorial Co-operative Hospital, Mukkam",37,25740.0,March 2026.pdf,32
March 2026,Hospital,"M/s. Fathima Hospital, Bank Road, Calicut",154,73558.0,March 2026.pdf,33
March 2026,Hospital,"M/s. Feroke Neethi Medical Centre, Kundayithodu",94,18808.0,March 2026.pdf,34
March 2026,Hospital,M/s. GMC Orthotrust Hospital,163,38381.0,March 2026.pdf,35
March 2026,Hospital,M/s. Indira Gandhi Co-Operative Hospital,19,15400.0,March 2026.pdf,35
March 2026,Hospital,M/s. Iqraa International Hospital&Research Centre,50,18193.0,March 2026.pdf,36
March 2026,Hospital,M/s. JAIHIND LAB NADAPURAM,111,62408.0,March 2026.pdf,37
March 2026,Hospital,"M/s. JAIHIND LAB,KUTTIADI",32,7286.0,March 2026.pdf,37
March 2026,Hospital,M/s. Janatha Medical laboratory,378,177767.0,March 2026.pdf,39
March 2026,Hospital,M/s. Jas Health Care,64,28614.0,March 2026.pdf,40
March 2026,Hospital,M/s. Jeeva Speciality Laboratory,6,1928.0,March 2026.pdf,40
March 2026,Hospital,M/s. Kalarikkal X-ray Laboratory & ECG,269,42863.0,March 2026.pdf,42
March 2026,Hospital,M/s. Karuna Laboratory Mullambath,16,1535.0,March 2026.pdf,42
March 2026,Hospital,"M/s. Karuna Poly Clinic, Kakattil",143,27287.0,March 2026.pdf,43
March 2026,Hospital,M/s. KIMS Trust Hospital,106,75569.0,March 2026.pdf,44
March 2026,Hospital,M/s. Kommeri Neethi Lab,227,34665.0,March 2026.pdf,45
March 2026,Hospital,M/s. Kootalida Neethi Medical Lab,225,35641.0,March 2026.pdf,46
March 2026,Hospital,M/s. Koyas Hospital,65,36484.0,March 2026.pdf,46
March 2026,Hospital,M/s. Kozhikode District Co-Operative Hospital Ltd,230,143334.0,March 2026.pdf,48
March 2026,Hospital,"M/s. Life Care Lab, Koottalida, Calicut",71,10947.0,March 2026.pdf,49
March 2026,Hospital,M/s. Life Care Neethi Lab Payyoli,5,2410.0,March 2026.pdf,49
March 2026,Hospital,M/s. M.B. Hospital Malappuram,111,77602.0,March 2026.pdf,50
March 2026,Hospital,M/s. M.K.Haji Orphanage Hospital,159,116168.0,March 2026.pdf,51
March 2026,Hospital,M/s. Mahe Neethi Lab & Diagnostic Centre,13,8945.0,March 2026.pdf,51
March 2026,Hospital,M/s. Malabar Hospitals,196,96505.0,March 2026.pdf,53
March 2026,Hospital,M/s. Mammi's Laboratory,39,18571.0,March 2026.pdf,53
March 2026,Hospital,M/s. Manohar Hospital,3,805.0,March 2026.pdf,53
March 2026,Hospital,M/s. MDC Laboratory,91,59474.0,March 2026.pdf,54
March 2026,Hospital,M/s. Medicheck Healthcare,79,15406.0,March 2026.pdf,55
March 2026,Hospital,M/s. MEDICHECK DIAGNOSTICS,91,13263.0,March 2026.pdf,55
March 2026,Hospital,M/s. Medico Balussery,321,72823.0,March 2026.pdf,57
March 2026,Hospital,M/s. Mercy Hospital,227,130470.0,March 2026.pdf,58
March 2026,Hospital,M/s. Metromed International Cardiac Centre PVT.LTD,45,17850.0,March 2026.pdf,60
March 2026,Hospital,"M/s. Micro Diagnostics, Balussery",135,34766.0,March 2026.pdf,61
March 2026,Hospital,M/s. Micro Health Laboratories,110,85080.5,March 2026.pdf,62
March 2026,Hospital,M/s. Mother Health Care,222,41980.0,March 2026.pdf,63
March 2026,Hospital,M/s. MVR Cancer Centre & Research Institute,58,46169.0,March 2026.pdf,64
March 2026,Hospital,"M/s. NAHAS HOSPITAL,PARAPPANANGADI",316,180243.0,March 2026.pdf,65
March 2026,Hospital,M/s. Nanma Computerized Specialty Lab,101,17822.0,March 2026.pdf,66
March 2026,Hospital,M/s. Nazia Hospital Chettippadi,65,26399.0,March 2026.pdf,67
March 2026,Hospital,M/s. Ncare IVF Calicut,85,27850.0,March 2026.pdf,67
March 2026,Hospital,M/s. Neethi Lab Kadalundi,96,23105.0,March 2026.pdf,68
March 2026,Hospital,M/s. Neethi Lab Kunnamangalam,456,131857.0,March 2026.pdf,70
March 2026,Hospital,M/s. Neethi Lab Pantheerankavu,160,11453.0,March 2026.pdf,71
March 2026,Hospital,"M/s. Neethi Laboratory, Balussery Mukku",99,15426.0,March 2026.pdf,72
March 2026,Hospital,M/s. Neethi Medical Laboratory Feroke,1097,243235.0,March 2026.pdf,74
March 2026,Hospital,"M/s. Neethi Poly Clinic, Nanminda",329,45583.0,March 2026.pdf,76
March 2026,Hospital,M/s. Orchid Medicity,190,58666.0,March 2026.pdf,77
March 2026,Hospital,M/s. Parambil Bazar Neethi lab,48,10963.0,March 2026.pdf,78
March 2026,Hospital,M/s. PVS Sunrise Hospital Calicut,8,14581.0,March 2026.pdf,78
March 2026,Hospital,M/s. Red Crescent Hospital,233,95831.0,March 2026.pdf,80
March 2026,Hospital,"M/s. Royal Lab, Mukkam",280,59758.0,March 2026.pdf,81
March 2026,Hospital,M/s. S.B Medical Laboratory,64,37870.0,March 2026.pdf,81
March 2026,Hospital,"M/s. Sahakarana Neethi Lab, Koduvally",186,38281.0,March 2026.pdf,82
March 2026,Hospital,M/s. Sankar Clinic & Nursing Home,56,21896.0,March 2026.pdf,83
March 2026,Hospital,"M/s. SANTHI HOSPITAL, OMASSERY",107,47916.0,March 2026.pdf,84
March 2026,Hospital,M/s. Shade Medical Center,133,45048.0,March 2026.pdf,85
March 2026,Hospital,M/s. Smart Hospital & Research Centre,73,15904.0,March 2026.pdf,86
March 2026,Hospital,M/s. St. JOSEPH HOSPITAL,89,62662.0,March 2026.pdf,86
March 2026,Hospital,M/s. Starcare Hospital,229,127022.0,March 2026.pdf,88
March 2026,Hospital,M/s. State Bank of India,399,50507.0,March 2026.pdf,89
March 2026,Hospital,"M/s. T.M.H Hospital, Kottakadav",148,58733.0,March 2026.pdf,91
